2019-01-25-13-15;3548.9476;3551.8583;3548.7840;3549.1722;0;0;
2019-01-25-13-30;3549.9236;3550.0339;3543.7571;3543.9746;0;0;
2019-01-25-13-45;3543.9715;3545.4207;3543.9715;3544.9289;0;0;
2019-01-25-14-00;3544.9329;3549.4720;3544.6967;3545.1507;0;0;
2019-01-25-14-15;3545.7627;3547.7137;3545.1507;3546.1466;0;0;
2019-01-25-14-30;3545.8709;3551.3353;3543.1248;3550.7410;0;0;
2019-01-25-14-45;3550.7370;3554.5984;3550.7370;3554.5230;0;0;
2019-01-25-15-00;3554.5191;3561.9367;3554.0642;3558.0213;0;0;
2019-01-25-15-15;3557.8521;3567.8801;3554.6986;3567.0844;0;0;
2019-01-25-15-30;3567.0805;3567.0805;3559.4331;3560.5571;0;0;
2019-01-25-15-45;3560.5834;3565.5216;3559.5198;3564.7392;0;0;
2019-01-25-16-00;3564.7786;3569.1456;3554.2931;3554.4946;0;0;
2019-01-25-16-15;3554.7824;3555.6094;3552.8226;3555.0007;0;0;
2019-01-25-16-30;3555.3946;3555.3946;3551.7358;3551.9832;0;0;
2019-01-25-16-45;3551.9782;3552.1918;3549.5819;3551.0233;0;0;
2019-01-25-17-00;3551.0194;3556.2994;3551.0194;3556.1273;0;0;
2019-01-25-17-15;3555.9758;3556.9331;3554.7261;3556.5053;0;0;
2019-01-25-17-30;3556.4642;3558.4140;3556.4603;3558.1689;0;0;
2019-01-25-17-45;3558.2144;3558.9223;3555.1166;3556.7553;0;0;
2019-01-25-18-00;3556.7514;3556.7977;3550.2677;3550.6160;0;0;
2019-01-25-18-15;3550.6234;3551.2498;3540.9199;3547.1594;0;0;
2019-01-25-18-30;3546.9744;3547.4866;3539.9427;3545.6262;0;0;
2019-01-25-18-45;3545.6301;3546.2607;3540.4551;3541.7202;0;0;
2019-01-25-19-00;3541.8307;3543.7867;3537.6673;3542.7012;0;0;
2019-01-25-19-15;3542.5406;3543.1739;3541.4924;3543.1739;0;0;
2019-01-25-19-30;3543.0890;3546.5712;3542.4407;3546.2878;0;0;
2019-01-25-19-45;3546.2760;3546.2921;3544.6437;3546.2479;0;0;
2019-01-25-20-00;3546.2388;3548.2726;3543.8985;3544.2336;0;0;
2019-01-25-20-15;3544.2778;3549.1575;3540.7089;3549.1575;0;0;
2019-01-25-20-30;3549.1606;3551.0426;3548.0081;3549.9712;0;0;
2019-01-25-20-45;3549.9673;3553.8004;3548.9149;3552.8957;0;0;
2019-01-25-21-00;3552.8521;3564.7755;3552.6898;3561.7350;0;0;
2019-01-25-21-15;3561.7310;3564.6252;3559.5738;3560.5016;0;0;
2019-01-25-21-30;3560.4268;3561.4237;3559.9027;3560.9095;0;0;
2019-01-25-21-45;3560.9134;3560.9468;3557.5715;3558.8720;0;0;
2019-01-25-22-00;3558.3367;3559.7316;3557.2121;3559.1335;0;0;
2019-01-25-22-15;3559.1296;3561.2736;3558.9185;3561.2697;0;0;
2019-01-25-22-30;3561.2736;3566.4086;3559.5428;3566.4047;0;0;
2019-01-25-22-45;3566.4086;3567.5837;3560.0065;3562.8976;0;0;
2019-01-25-23-00;3562.8937;3564.3461;3561.7590;3562.6311;0;0;
2019-01-25-23-15;3562.5856;3563.0053;3559.9577;3560.4253;0;0;
2019-01-25-23-30;3560.4291;3562.0429;3560.0941;3562.0429;0;0;
2019-01-25-23-45;3561.9564;3562.0429;3560.8963;3560.9767;0;0;
2019-01-26-00-00;3560.9805;3565.5474;3560.9805;3562.1376;0;0;
2019-01-26-00-15;3562.1414;3563.3066;3559.9631;3560.1320;0;0;
2019-01-26-00-30;3559.9374;3561.5307;3559.6644;3561.5307;0;0;
2019-01-26-00-45;3561.5973;3561.9068;3560.3324;3560.7043;0;0;
2019-01-26-01-00;3560.7005;3561.4581;3560.0384;3560.5870;0;0;
2019-01-26-01-15;3560.4469;3561.8181;3559.5173;3559.7643;0;0;
